Date,TSA,PSI
2010-08-17,0.02299485,0.01290129
2010-08-18,0.005886682,0.00270027
2010-08-19,0.001839588,0.00120012
2010-08-20,0.0047754203,0.0030003001
2010-08-21,0.00039795166,0.00030003
2010-08-22,0.0011938551,0.0009000901
2010-08-23,0.001392831,0.0009000901
2010-08-24,0.022626933,0.00120012
2010-08-25,0.03495217,0.0066006603
2010-08-26,0.03495217,0.013801381
2010-08-27,0.035320092,0.022502251
2010-08-28,0.036607802,0.031503152
2010-08-29,0.045621783,0.04680468
2010-08-30,0.054635763,0.05970597
2010-08-31,0.057211187,0.060006
2010-09-01,0.06714497,0.060006
2010-09-02,0.051692422,0.040504053
2010-09-03,0.06028968,0.03660366
2010-09-04,0.057947025,0.03390339
2010-09-05,0.068432674,0.03660366
2010-09-06,0.052244302,0.01650165
2010-09-07,0.037895516,0.01050105
2010-09-08,0.011405446,0.00120012
2010-09-09,0.0,0.0
2010-09-10,0.027458666,0.00120012
2010-09-11,0.021091439,0.0036003604
2010-09-12,0.022075055,0.00540054
2010-09-13,0.03991906,0.013801381
2010-09-14,0.023678126,0.015301531
2010-09-15,0.027041944,0.0210021
2010-09-16,0.07615894,0.036303632
2010-09-17,0.12251656,0.048004802
2010-09-18,0.13539368,0.05250525
2010-09-19,0.13024284,0.05910591
2010-09-20,0.12398823,0.06660666
2010-09-21,0.11276674,0.077707775
2010-09-22,0.12950699,0.074107416
2010-09-23,0.14293599,0.079507954
2010-09-24,0.16353936,0.10051005
2010-09-25,0.16280353,0.108910896
2010-09-26,0.13852097,0.10021002
2010-09-27,0.16096395,0.11821182
2010-09-28,0.15838854,0.11341134
2010-09-29,0.08866814,0.09090909
2010-09-30,0.087012514,0.078607865
2010-10-01,0.09032377,0.06750675
2010-10-02,0.08719647,0.04350435
2010-10-03,0.0774016,0.0150015
2010-10-04,0.06307534,0.00510051
2010-10-05,0.0031836133,0.00270027
2010-10-06,0.00059692754,0.00030003
2010-10-07,0.0,0.0
2010-10-08,0.0,0.0
2010-10-09,0.0033825894,0.00060006
2010-10-10,0.008278145,0.00210021
2010-10-11,0.011773364,0.00510051
2010-10-12,0.014716704,0.00930093
2010-10-13,0.012141281,0.00960096
2010-10-14,0.09988587,0.02040204
2010-10-15,0.09216336,0.03420342
2010-10-16,0.11003364,0.058205824
2010-10-17,0.10522443,0.06690669
2010-10-18,0.11460633,0.07980798
2010-10-19,0.12270051,0.079507954
2010-10-20,0.120309055,0.075007506
2010-10-21,0.11846947,0.09270927
2010-10-22,0.09786608,0.075007506
2010-10-23,0.10301693,0.07350735
2010-10-24,0.065305375,0.05160516
2010-10-25,0.1455114,0.10531054
2010-10-26,0.16280353,0.11821182
2010-10-27,0.17236939,0.14641464
2010-10-28,0.15949227,0.14551456
2010-10-29,0.13833702,0.09120912
2010-10-30,0.14226773,0.04350435
2010-10-31,0.13833702,0.028802883
2010-11-01,0.09952171,0.01650165
2010-11-02,0.02465048,0.01290129
2010-11-03,0.017844003,0.01170117
2010-11-04,0.010301693,0.00810081
2010-11-05,0.025570273,0.00990099
2010-11-06,0.025754232,0.013201321
2010-11-07,0.02005151,0.01290129
2010-11-08,0.021155262,0.01710171
2010-11-09,0.008278145,0.0066006603
2010-11-10,0.020787343,0.015301531
2010-11-11,0.037711553,0.03240324
2010-11-12,0.025202354,0.023102311
2010-11-13,0.048197206,0.04260426
2010-11-14,0.059970573,0.054605465
2010-11-15,0.097682126,0.09360936
2010-11-16,0.15912436,0.10711072
2010-11-17,0.14164828,0.08160816
2010-11-18,0.15194997,0.06870687
2010-11-19,0.12601177,0.04440444
2010-11-20,0.08020604,0.03210321
2010-11-21,0.039367184,0.027302733
2010-11-22,0.027041944,0.024002401
2010-11-23,0.02299485,0.02160216
2010-11-24,0.013980869,0.012301231
2010-11-25,0.016188374,0.01080108
2010-11-26,0.018947758,0.01080108
2010-11-27,0.0047829286,0.0015001501
2010-11-28,0.01821192,0.01050105
2010-11-29,0.03090508,0.030603062
2010-11-30,0.063649744,0.06840684
2010-12-01,0.0772627,0.07230723
2010-12-02,0.15679297,0.050705068
2010-12-03,0.15636498,0.05160516
2010-12-04,0.16611479,0.05370537
2010-12-05,0.13852097,0.07440744
2010-12-06,0.12417219,0.08310831
2010-12-07,0.13005887,0.10831083
2010-12-08,0.12306844,0.11311132
2010-12-09,0.13245033,0.12391239
2010-12-10,0.14054452,0.117911786
2010-12-11,0.1210449,0.09270927
2010-12-12,0.117733635,0.07020702
2010-12-13,0.11313467,0.04080408
2010-12-14,0.10044151,0.02160216
2010-12-15,0.020787343,0.0066006603
2010-12-16,0.02152318,0.0039003901
2010-12-17,0.0020235467,0.0018001802
2010-12-18,0.000919794,0.0009000901
2010-12-19,0.0,0.0
2010-12-20,0.0031836133,0.00240024
2010-12-21,0.0029846376,0.00270027
2010-12-22,0.007358352,0.0066006603
2010-12-23,0.001839588,0.00120012
2010-12-24,0.0023914643,0.00120012
2010-12-25,0.003679176,0.00210021
2010-12-26,0.01526858,0.0090009
2010-12-27,0.011037528,0.01080108
2010-12-28,0.014532745,0.014701471
2010-12-29,0.012509198,0.00870087
2010-12-30,0.005518764,0.0033003301
2010-12-31,0.060890365,0.01650165
2011-01-01,0.09212582,0.03780378
