observed_gap_pct,null_median,null_ci_lo,null_ci_hi,p_null_le_obs,null_method,r_start_MI,r_start_LZC,r_end_MI,r_end_LZC
10.240338967665076,32.75457384538953,3.95775529330105,73.19801301613492,0.1405,AAFT_by_branch,0.4410203602553028,0.4230769230769231,0.6219041416291193,0.3461538461538461
