date,plug10,plug5,plug4,mm5,ksg3,ksg5
2012-02-29,1.9634682004976243,1.6654448942724538,1.6321921215711945,1.6931890296741652,2.2175838941819364,1.855060524932915
2012-03-31,1.8057810670318601,1.8725248167822288,1.1535137733770415,1.9280130875856512,2.1000676635161177,1.7138296642451585
2012-04-30,1.7729059527136541,1.9070093149452965,1.1828200294333568,1.9624975857487184,2.143533475645465,1.7263145251759282
2012-05-31,1.8106155677654285,1.8881545074194095,1.2169332184123525,1.9436427782228312,2.135210235024952,1.63744521527013
2012-06-30,1.8106155677654285,1.8881545074194095,1.2923524485159006,1.9436427782228312,2.146307889185636,1.630046779163008
2012-07-31,1.845100065928496,1.7328045067537272,1.198183947911799,1.7605486421554377,2.1318192851425204,1.5167802454277697
2012-08-31,1.6220127943984863,1.8716368326936041,1.6016541400530704,1.9271251034970254,2.104075149740809,1.4806468119403031
2012-09-30,1.7720179686250297,1.8664522413878704,1.576785592612614,1.9219405121912918,2.1225712400086163,1.4723896287850315
2012-10-31,1.8256293956717051,1.7691705101193775,1.6238942996010692,1.7969146455210878,2.179600851667689,1.5503154186157104
2012-11-30,1.8256293956717051,1.7691705101193775,1.4589808344935826,1.7969146455210878,2.184224874234641,1.5503154186157109
2012-12-31,1.7487063187486283,1.696088412815911,1.299684317182956,1.7238325482176218,2.1731272200739555,1.6007833220607277
2013-01-31,1.8735183378961868,1.7187841999614086,1.4174890753019873,1.7465283353631196,2.1869992877748112,1.6286155340827608
2013-02-28,2.071412454347212,1.4573714506487205,1.052099807396561,1.4573714506487203,2.2451959146531624,1.62038037008257
2013-03-31,2.071412454347212,1.4573714506487205,1.052099807396561,1.4573714506487203,2.2512732014554424,1.6950473249613018
2013-04-30,2.0490667577738804,1.4480801075646375,1.02975411082323,1.4480801075646372,2.1763640358708223,1.6960381869399344
2013-05-31,2.026370970628383,1.3708849092838395,1.02975411082323,1.3708849092838395,2.1735896223306512,1.7146223538280647
2013-06-30,2.009125546947358,1.3175456035948854,1.02975411082323,1.3175456035948843,2.256425683744331,1.6505906508533226
2013-07-31,2.0337028392954384,1.2938562953354296,1.0620133624105308,1.2938562953354298,2.323936413221827,1.7435555236041338
2013-08-31,2.0531735095522294,1.2617089299724435,1.0620133624105308,1.2617089299724435,2.4071688194269596,1.7755933942465862
2013-09-30,2.0343187020263422,1.2294496783851423,1.0620133624105308,1.2294496783851425,2.4700555263375046,1.7219547324699451
2013-10-31,2.11508275856903,1.3181614663257892,1.2102447802870893,1.3181614663257895,2.4691307218241136,1.758154223422653
2013-11-30,2.1300965864753065,1.3223801043284535,1.304413280891191,1.322380104328455,2.422890496154596,1.7858323013591222
2013-12-31,2.162971700793512,1.3355124270321475,1.3095915229979433,1.3355124270321483,2.5098221204132902,1.7513943428128722
2014-01-31,2.083551255936949,1.3226458764871922,1.4557557176048763,1.3226458764871927,2.4820779850115793,1.725367701507458
2014-02-28,2.083551255936949,1.3226458764871922,1.4557557176048763,1.3226458764871927,2.4312137367751094,1.7174408056783972
2014-03-31,2.1300965864753065,1.3741100261725463,1.5741238521740046,1.3741100261725467,2.501498879792776,1.729066919561019
2014-04-30,2.1300965864753065,1.355255218646659,1.3999190439824347,1.3552552186466604,2.45988267669021,1.68645985447982
2014-05-31,2.177985528699789,1.3355124270321475,1.2964592002942499,1.3355124270321483,2.546814300948905,1.6822321767043216
2014-06-30,2.220424107459798,1.3529180858465775,1.451973573465055,1.3529180858465768,2.4154920600474736,1.7965115915732728
2014-07-31,2.2737634131487527,1.4033107452035283,1.4706640084858196,1.403310745203528,2.365552616324394,1.761435077529681
2014-08-31,2.2737634131487527,1.4432456068310686,1.451973573465055,1.443245606831069,2.3156131726013145,1.6531008345325247
2014-09-30,2.2737634131487527,1.4432456068310686,1.4706640084858196,1.443245606831069,2.310989150034362,1.6752961428538935
2014-10-31,2.3356726621655532,1.4432456068310686,1.4706640084858196,1.443245606831069,2.345206917029806,1.6423995251632932
2014-11-30,2.2737634131487527,1.6557758928053168,1.5820779327709458,1.683520028207027,2.33133484932895,1.6649251208108726
2014-12-31,2.153785894734762,1.6408676019243738,1.570282872554394,1.6686117373260845,2.284169819146042,1.7574936487702317
2015-01-31,2.1576268743543725,1.4266160458809478,1.5455198621392703,1.426616045880948,2.3156131726013145,1.7472547416576956
2015-02-28,2.2102447802870895,1.5757332360188672,1.493359795631317,1.5757332360188667,2.2018622174543006,1.7351001680531366
2015-03-31,2.1623558380626076,1.5147119710906911,1.4604846813131123,1.5424561064924016,2.17504288656598,1.760994694428067
2015-04-30,2.06085546879145,1.9220231428515728,1.2629129606733496,2.0052555490567054,2.21982984800017,1.7000236540095452
2015-05-31,2.0413847985346596,1.8860872841497835,1.2490280974945314,1.9693196903549164,2.0560733916648335,1.743929849240507
2015-06-30,2.1032940475514597,1.659159033000164,1.7381493331928668,1.6869031684018743,2.132832166276233,1.6847423603835225
2015-07-31,2.0790944135864335,1.6069989664922104,1.7097781492858068,1.6347431018939202,2.112486466981645,1.7217345409191371
2015-08-31,2.0452257781542698,1.536189203825141,1.6691803368667313,1.5639333392268528,2.1957188731867774,1.801796188792646
2015-09-30,1.9778661656729968,1.461106893242998,1.5901312011942392,1.4888510286447092,2.17537317389219,1.7671160195405076
2015-10-31,1.9532888733249165,1.363202950044619,1.5325732575026205,1.3909470854463293,2.1476290384904795,1.7437516942584899
2015-11-30,1.9532888733249165,1.4365019061340154,1.1951184583080543,1.4642460415357257,2.0690206548522987,1.7091375824715938
2015-12-31,1.8473316617032447,1.6216627038263205,1.4283898022309331,1.677150974629742,2.0486749555577104,1.6998895373376899
2016-01-31,1.7994427194787623,1.5182028601381357,1.309691097339382,1.5736911309415573,2.0514493690978814,1.7498530019572216
2016-02-29,1.6606103935388852,1.4266160458809483,1.6216627038263205,1.4543601812826585,2.1300577527360622,1.7382268880746006
2016-03-31,1.510605219312342,1.6771344174636726,1.4939756583622215,1.704878552865384,2.12450892565572,1.7317292355844154
2016-04-30,1.510605219312342,1.6723991045564552,1.4939756583622215,1.700143239958166,2.173061162608714,1.6869222567365152
2016-05-31,1.5297321481959496,1.6771344174636726,1.4739946623998585,1.704878552865384,2.2244538705671215,1.7177710930046084
2016-06-30,1.5013138762282587,1.6487161454959816,1.5774545060880438,1.6764602808976923,2.187924092288202,1.8105157742046125
2016-07-31,1.437788894167614,1.598323486139031,1.3476787964327714,1.626067621540742,2.04590054201754,1.7956748636802058
2016-08-31,1.2094092824792717,1.6803531851533968,1.292054844224542,1.7080973205551078,2.0450417949693915,1.7414196655613041
2016-09-30,1.2658681680315995,1.7132282994716024,1.331268306095845,1.740972434873313,2.051515426563124,1.7200831042880842
2016-10-31,1.2164753789875888,1.7422624341701973,1.2818755170518343,1.7700065695719078,2.0631415404457463,1.7050880596781117
2016-11-30,1.142049669997999,1.6430991976991218,1.2317024927717968,1.6708433331008328,2.04926947274489,1.7172646524377515
2016-12-31,1.1765341681610668,1.737533470461962,1.1915479960673432,1.7930217412653837,2.1861405407266634,1.7769145435514302
2017-01-31,1.1544017574656666,1.8051652043009556,1.21381363854898,1.8883976105060878,2.186140540726663,1.8297605157451646
2017-02-28,1.1416602641957874,1.7251813829942952,1.172038010580506,1.8084137891994279,2.165794841432076,1.7564807676365188
2017-03-31,1.1550239693955526,1.5262349099495227,1.312751841722966,1.581723180752944,2.213884676128375,1.7527815495829577
2017-04-30,1.1732565649915534,1.4806183023614379,1.3222745673031204,1.5361065731648593,2.1445243376240977,1.8489612189755549
2017-05-31,1.1408981255779007,1.5098838195561044,1.2926182206746388,1.5653720903595256,2.282320210119261,1.9041852599180076
2017-06-30,1.035821940997427,1.3829457416591306,1.238901256602631,1.4384340124625519,2.2527264656907704,1.845724403178689
2017-07-31,0.8984457208164333,1.1753826237409684,1.1047909373235627,1.2031267591426795,2.261974510824674,1.7841588455729873
2017-08-31,1.0577422381270598,1.1236457448494495,1.0577422381270598,1.1513898802511608,2.2823202101192614,1.888948004602147
2017-09-30,0.9996551889197439,1.0341584668929376,0.9996551889197439,1.0619026022946487,2.285094623659433,1.935716689993604
2017-10-31,0.9293550115186288,0.9667800746015384,0.9293550115186288,0.9945242100032492,2.273996969498748,1.8193014170818216
2017-11-30,0.8451064151274782,0.8524319345955512,0.8451064151274782,0.8801760699972627,2.1935389768337865,1.7717620612625418
2017-12-31,0.7441942138263224,0.7681833382044014,0.7441942138263224,0.7959274736061119,2.063141540445746,1.6664664616665237
2018-01-31,0.7441942138263224,0.7681833382044014,0.7441942138263224,0.7959274736061119,2.1186298112491673,1.6206886382537002
2018-02-28,0.7441942138263224,0.7681833382044014,0.7441942138263224,0.7959274736061119,2.1963133903739576,1.6771457518806745
2018-03-31,0.7441942138263224,0.667271136903246,0.7441942138263224,0.6950152723049565,2.0250924404662567,1.6060238809699383
2018-04-30,0.8451064151274782,0.7681833382044014,0.8451064151274782,0.7959274736061119,2.099605261259423,1.6538915223740602
2018-05-31,0.9293550115186288,0.9912642605354292,0.9293550115186288,1.0467525313388508,2.191160908085068,1.7524492605153759
2018-06-30,0.8451064151274782,0.9699184342750372,0.8451064151274782,1.0531508404801695,2.141221464361989,1.700528092835031
2018-07-31,0.8451064151274782,0.9699184342750372,0.8451064151274782,1.0531508404801695,2.118629811249168,1.7886707706231644
2018-08-31,0.8451064151274782,0.9699184342750372,0.8451064151274782,1.0531508404801695,2.165794841432076,1.6305885638846909
2018-09-30,0.7441942138263224,0.8501514254479945,0.7441942138263224,0.933383831653127,1.9557321019619798,1.5786013387391036
2018-10-31,0.6219041416291193,0.6219041416291193,0.6219041416291193,0.677392412432541,1.8326009867505761,1.5152181999685577
